ID,DATE,TO,FROM,REASON,SERVER,CHANNEL,QUANT_1,QUANT_1_ID,QUANT_2,QUANT_2_ID,QUANT_3,QUANT_3_ID,AVG QUANT,DUPLICATE ID,DISMISSED,CORRECTION ADD,CORRECTION SUB,CORRECTION COMMENT,FINAL QUANT
1452,01/01/2021-00:00:00,bot10#175,45,mock reason text,mock server,mock channel,21,2,21,3,21,4,21,,,,,,21
1453,01/01/2021-00:00:00,bot15#1281,1,mock reason text,mock server,mock channel,0,9,0,0,144,1,48,,,,,,48
1454,01/01/2021-00:00:00,bot15#69,14,mock reason text,mock server,mock channel,13,5,55,6,21,7,29,,,,,,29
1455,01/01/2021-00:00:00,bot0#107,20,mock reason text,mock server,mock channel,21,8,13,9,21,0,18,,,,,,18
1456,01/01/2021-00:00:00,bot20#802,20,mock reason text,mock server,mock channel,13,6,0,7,13,8,8,,,,,,8
1457,01/01/2021-00:00:00,bot12#1530,10,mock reason text,mock server,mock channel,0,0,0,1,0,2,0,,,,,,0
1458,01/01/2021-00:00:00,bot10#1,18,mock reason text,mock server,mock channel,13,6,13,7,13,8,13,,,,,,13
1459,01/01/2021-00:00:00,bot12#1350,35,mock reason text,mock server,mock channel,13,6,144,7,13,8,56,,,,,,56
1460,01/01/2021-00:00:00,bot3#1819,35,mock reason text,mock server,mock channel,144,9,144,0,55,1,114,,,,92,substraction comment,22
1461,01/01/2021-00:00:00,bot0#1928,22,mock reason text,mock server,mock channel,144,0,144,1,144,2,144,,,,,,144
1462,01/01/2021-00:00:00,bot4#1911,20,mock reason text,mock server,mock channel,21,1,21,2,21,3,21,,,,,,21
1463,01/01/2021-00:00:00,bot1#1655,10,mock reason text,mock server,mock channel,13,9,13,0,13,1,13,,,,,,13
1464,01/01/2021-00:00:00,bot14#413,33,mock reason text,mock server,mock channel,13,4,144,5,13,6,56,,,9,,addition comment,65
1465,01/01/2021-00:00:00,bot11#1652,18,mock reason text,mock server,mock channel,13,9,13,0,13,1,13,,,,,,13
1466,01/01/2021-00:00:00,bot0#1608,36,mock reason text,mock server,mock channel,55,7,55,8,144,9,84,,,,,,84
1467,01/01/2021-00:00:00,bot0#1741,17,mock reason text,mock server,mock channel,144,8,0,9,0,0,48,,,,,,48
1468,01/01/2021-00:00:00,bot15#1185,34,mock reason text,mock server,mock channel,21,6,0,7,13,8,11,,,,,,11
1469,01/01/2021-00:00:00,bot20#559,38,mock reason text,mock server,mock channel,144,5,144,6,21,7,103,,,,,,103
1470,01/01/2021-00:00:00,bot20#1683,31,mock reason text,mock server,mock channel,55,8,55,9,55,0,55,,,,,,55
1471,01/01/2021-00:00:00,bot32#1007,15,mock reason text,mock server,mock channel,0,7,0,8,21,9,7,,,,,,7
1472,01/01/2021-00:00:00,bot12#1145,38,mock reason text,mock server,mock channel,0,9,13,0,55,1,22,,,,,,22
1473,01/01/2021-00:00:00,bot7#106,16,mock reason text,mock server,mock channel,0,5,0,6,13,7,4,,,,,,4
1474,01/01/2021-00:00:00,bot7#725,42,mock reason text,mock server,mock channel,0,3,0,4,144,5,48,,,,,,48
1475,01/01/2021-00:00:00,bot12#383,2,mock reason text,mock server,mock channel,21,7,13,8,21,9,18,,,,,,18
1476,01/01/2021-00:00:00,bot23#322,13,mock reason text,mock server,mock channel,13,8,13,9,13,0,13,,,,,,13
1477,01/01/2021-00:00:00,bot8#803,16,mock reason text,mock server,mock channel,144,7,55,8,0,9,66,,,,,,66
1478,01/01/2021-00:00:00,bot7#1360,11,mock reason text,mock server,mock channel,0,2,13,3,13,4,8,,,,,,8
1479,01/01/2021-00:00:00,bot0#1046,12,mock reason text,mock server,mock channel,55,7,144,8,55,9,84,,,,,,84
1480,01/01/2021-00:00:00,bot10#484,24,mock reason text,mock server,mock channel,144,3,144,4,144,5,144,,,,,,144
1481,01/01/2021-00:00:00,bot41#1000,22,mock reason text,mock server,mock channel,144,0,144,1,55,2,114,,,,,,114
1482,01/01/2021-00:00:00,bot12#113,30,mock reason text,mock server,mock channel,0,3,13,4,144,5,52,,TRUE,,,,0
1483,01/01/2021-00:00:00,bot20#1148,21,mock reason text,mock server,mock channel,144,0,0,1,55,2,66,,,,,,66
1484,01/01/2021-00:00:00,bot4#1499,35,mock reason text,mock server,mock channel,144,3,21,4,13,5,59,,,,,,59
1485,01/01/2021-00:00:00,bot3#1351,27,mock reason text,mock server,mock channel,55,8,55,9,13,0,41,,,,,,41
1486,01/01/2021-00:00:00,bot41#1363,34,mock reason text,mock server,mock channel,13,0,0,1,55,2,22,,,,,,22
1487,01/01/2021-00:00:00,bot12#1463,5,mock reason text,mock server,mock channel,13,6,0,7,21,8,11,,,,,,11
1488,01/01/2021-00:00:00,bot0#1231,1,mock reason text,mock server,mock channel,55,7,144,8,55,9,84,,,,,,84
1489,01/01/2021-00:00:00,bot4#875,28,mock reason text,mock server,mock channel,55,6,55,7,0,8,36,,,,,,36
1490,01/01/2021-00:00:00,bot10#1270,20,mock reason text,mock server,mock channel,13,4,0,5,13,6,8,,,,,,8
1491,01/01/2021-00:00:00,bot12#608,4,mock reason text,mock server,mock channel,13,7,21,8,13,9,15,,,,,,15
1492,01/01/2021-00:00:00,bot2#29,37,mock reason text,mock server,mock channel,144,5,21,6,144,7,103,,,,,,103
1493,01/01/2021-00:00:00,bot12#1194,37,mock reason text,mock server,mock channel,144,4,0,5,21,6,55,,,,,,55
1494,01/01/2021-00:00:00,bot0#1038,22,mock reason text,mock server,mock channel,13,8,13,9,144,0,56,,,,,,56
1495,01/01/2021-00:00:00,bot0#1199,42,mock reason text,mock server,mock channel,13,7,55,8,21,9,29,,,,,,29
1496,01/01/2021-00:00:00,bot12#1697,10,mock reason text,mock server,mock channel,55,7,55,8,55,9,55,1876,,,,,0
1497,01/01/2021-00:00:00,bot2#839,26,mock reason text,mock server,mock channel,0,3,144,4,0,5,48,,,,,,48
1498,01/01/2021-00:00:00,bot23#1569,18,mock reason text,mock server,mock channel,0,1,144,2,13,3,52,,,,,,52
1499,01/01/2021-00:00:00,bot6#1805,38,mock reason text,mock server,mock channel,0,4,0,5,0,6,0,,,,,,0
1500,01/01/2021-00:00:00,bot8#1268,9,mock reason text,mock server,mock channel,144,4,144,5,55,6,114,,,,,,114
1501,01/01/2021-00:00:00,bot2#1137,9,mock reason text,mock server,mock channel,13,4,21,5,0,6,11,,,,,,11
1502,01/01/2021-00:00:00,bot9#1364,9,mock reason text,mock server,mock channel,13,0,21,1,55,2,29,,,,,,29
1503,01/01/2021-00:00:00,bot5#787,38,mock reason text,mock server,mock channel,21,7,21,8,21,9,21,,,,,,21
1504,01/01/2021-00:00:00,bot5#1851,32,mock reason text,mock server,mock channel,13,6,21,7,13,8,15,,,,,,15
1505,01/01/2021-00:00:00,bot10#1425,15,mock reason text,mock server,mock channel,144,0,55,1,144,2,114,,,,,,114
1506,01/01/2021-00:00:00,bot12#292,8,mock reason text,mock server,mock channel,144,3,144,4,144,5,144,,,,,,144
1507,01/01/2021-00:00:00,bot0#720,13,mock reason text,mock server,mock channel,13,7,144,8,13,9,56,,,,,,56
1508,01/01/2021-00:00:00,bot41#483,29,mock reason text,mock server,mock channel,0,0,144,1,144,2,96,,,,,,96
1509,01/01/2021-00:00:00,bot32#30,31,mock reason text,mock server,mock channel,0,5,13,6,13,7,8,1250,,,,,0
1510,01/01/2021-00:00:00,bot20#370,47,mock reason text,mock server,mock channel,144,0,0,1,0,2,48,,TRUE,,,,0
1511,01/01/2021-00:00:00,bot11#1982,4,mock reason text,mock server,mock channel,55,9,21,0,55,1,43,,,,,,43
1512,01/01/2021-00:00:00,bot0#806,10,mock reason text,mock server,mock channel,0,3,0,4,0,5,0,,,,,,0
1513,01/01/2021-00:00:00,bot7#1352,10,mock reason text,mock server,mock channel,0,3,0,4,0,5,0,,,,,,0
1514,01/01/2021-00:00:00,bot32#1244,9,mock reason text,mock server,mock channel,0,3,13,4,0,5,4,,,,,,4
1515,01/01/2021-00:00:00,bot10#546,42,mock reason text,mock server,mock channel,144,7,144,8,55,9,114,,,,,,114
1516,01/01/2021-00:00:00,bot0#992,1,mock reason text,mock server,mock channel,55,3,55,4,0,5,36,,,,,,36
1517,01/01/2021-00:00:00,bot0#634,10,mock reason text,mock server,mock channel,144,1,144,2,144,3,144,,,,,,144
1518,01/01/2021-00:00:00,bot8#595,27,mock reason text,mock server,mock channel,21,3,55,4,21,5,32,1480,,,,,0
1519,01/01/2021-00:00:00,bot4#436,9,mock reason text,mock server,mock channel,13,4,13,5,144,6,56,,,,,,56
1520,01/01/2021-00:00:00,bot12#1367,31,mock reason text,mock server,mock channel,55,1,55,2,0,3,36,,,,,,36
1521,01/01/2021-00:00:00,bot10#358,35,mock reason text,mock server,mock channel,144,5,0,6,144,7,96,,,,,,96
1522,01/01/2021-00:00:00,bot23#915,7,mock reason text,mock server,mock channel,144,4,13,5,0,6,52,,,,,,52
1523,01/01/2021-00:00:00,bot12#1946,24,mock reason text,mock server,mock channel,144,7,144,8,144,9,144,,,,,,144
1524,01/01/2021-00:00:00,bot0#1206,11,mock reason text,mock server,mock channel,55,8,21,9,55,0,43,,,,,,43
1525,01/01/2021-00:00:00,bot1#947,3,mock reason text,mock server,mock channel,21,7,21,8,144,9,62,,,,,,62
1526,01/01/2021-00:00:00,bot12#1180,10,mock reason text,mock server,mock channel,21,3,21,4,21,5,21,,,,,,21
1527,01/01/2021-00:00:00,bot0#154,42,mock reason text,mock server,mock channel,144,7,13,8,55,9,70,,,,,,70
1528,01/01/2021-00:00:00,bot0#1704,42,mock reason text,mock server,mock channel,144,3,144,4,13,5,100,,,,,,100
1529,01/01/2021-00:00:00,bot2#1688,16,mock reason text,mock server,mock channel,0,6,0,7,0,8,0,,,,,,0
1530,01/01/2021-00:00:00,bot12#1496,12,mock reason text,mock server,mock channel,13,6,13,7,55,8,27,,,,,,27
1531,01/01/2021-00:00:00,bot10#168,1,mock reason text,mock server,mock channel,21,3,0,4,21,5,14,,,,,,14
1532,01/01/2021-00:00:00,bot1#1966,32,mock reason text,mock server,mock channel,144,6,13,7,0,8,52,,,,,,52
1533,01/01/2021-00:00:00,bot12#67,40,mock reason text,mock server,mock channel,144,5,144,6,55,7,114,,,,,,114
1534,01/01/2021-00:00:00,bot41#1965,32,mock reason text,mock server,mock channel,21,7,21,8,21,9,21,,,,,,21
1535,01/01/2021-00:00:00,bot15#272,29,mock reason text,mock server,mock channel,55,8,55,9,55,0,55,,,,,,55
1536,01/01/2021-00:00:00,bot7#1301,20,mock reason text,mock server,mock channel,55,0,55,1,0,2,36,,,,,,36
1537,01/01/2021-00:00:00,bot15#192,19,mock reason text,mock server,mock channel,144,3,55,4,144,5,114,,,,,,114
1538,01/01/2021-00:00:00,bot10#1002,41,mock reason text,mock server,mock channel,13,4,144,5,0,6,52,,,,,,52
1539,01/01/2021-00:00:00,bot2#19,49,mock reason text,mock server,mock channel,13,6,21,7,0,8,11,,,,,,11
1540,01/01/2021-00:00:00,bot0#826,24,mock reason text,mock server,mock channel,13,9,0,0,21,1,11,,,,,,11
1541,01/01/2021-00:00:00,bot1#1894,32,mock reason text,mock server,mock channel,21,8,55,9,55,0,43,,,,,,43
1542,01/01/2021-00:00:00,bot12#499,43,mock reason text,mock server,mock channel,55,8,0,9,55,0,36,,,,,,36
1543,01/01/2021-00:00:00,bot15#191,40,mock reason text,mock server,mock channel,144,3,144,4,0,5,96,,,,,,96
1544,01/01/2021-00:00:00,bot4#760,1,mock reason text,mock server,mock channel,13,9,13,0,13,1,13,,,,,,13
1545,01/01/2021-00:00:00,bot10#583,25,mock reason text,mock server,mock channel,0,0,0,1,144,2,48,,,,,,48
1546,01/01/2021-00:00:00,bot2#1186,33,mock reason text,mock server,mock channel,13,2,0,3,0,4,4,,,,,,4
1547,01/01/2021-00:00:00,bot10#1,34,mock reason text,mock server,mock channel,55,5,13,6,55,7,41,,,,,,41
1548,01/01/2021-00:00:00,bot41#784,39,mock reason text,mock server,mock channel,13,5,21,6,0,7,11,,,,,,11
1549,01/01/2021-00:00:00,bot15#465,3,mock reason text,mock server,mock channel,55,9,55,0,13,1,41,,,,,,41
1550,01/01/2021-00:00:00,bot10#1057,42,mock reason text,mock server,mock channel,13,3,13,4,21,5,15,,TRUE,,,,0
1551,01/01/2021-00:00:00,bot12#1437,28,mock reason text,mock server,mock channel,21,3,144,4,13,5,59,,,,,,59
1552,01/01/2021-00:00:00,bot4#1758,21,mock reason text,mock server,mock channel,0,9,144,0,13,1,52,,,,,,52
1553,01/01/2021-00:00:00,bot41#267,10,mock reason text,mock server,mock channel,0,1,0,2,55,3,18,,,,,,18
1554,01/01/2021-00:00:00,bot2#333,39,mock reason text,mock server,mock channel,21,6,21,7,0,8,14,,,,,,14
1555,01/01/2021-00:00:00,bot7#508,14,mock reason text,mock server,mock channel,13,2,144,3,13,4,56,,,,,,56
1556,01/01/2021-00:00:00,bot2#1665,36,mock reason text,mock server,mock channel,21,9,13,0,13,1,15,,,,,,15
1557,01/01/2021-00:00:00,bot11#176,16,mock reason text,mock server,mock channel,21,6,21,7,0,8,14,,,,,,14
1558,01/01/2021-00:00:00,bot1#188,3,mock reason text,mock server,mock channel,0,9,21,0,0,1,7,,,,,,7
1559,01/01/2021-00:00:00,bot34#612,40,mock reason text,mock server,mock channel,55,8,55,9,13,0,41,,,17,,addition comment,58
1560,01/01/2021-00:00:00,bot0#283,6,mock reason text,mock server,mock channel,13,5,13,6,0,7,8,,,,,,8
1561,01/01/2021-00:00:00,bot5#1731,43,mock reason text,mock server,mock channel,0,0,13,1,0,2,4,,,,,,4
1562,01/01/2021-00:00:00,bot10#17,36,mock reason text,mock server,mock channel,13,9,55,0,13,1,27,,,,,,27
1563,01/01/2021-00:00:00,bot7#1241,2,mock reason text,mock server,mock channel,13,5,0,6,13,7,8,,,,,,8
1564,01/01/2021-00:00:00,bot2#167,47,mock reason text,mock server,mock channel,21,7,13,8,21,9,18,,,,,,18
1565,01/01/2021-00:00:00,bot0#719,19,mock reason text,mock server,mock channel,144,0,55,1,0,2,66,,,,,,66
1566,01/01/2021-00:00:00,bot17#1686,31,mock reason text,mock server,mock channel,13,6,55,7,0,8,22,,,,,,22
1567,01/01/2021-00:00:00,bot48#890,36,mock reason text,mock server,mock channel,13,6,13,7,144,8,56,,,,,,56
1568,01/01/2021-00:00:00,bot10#96,16,mock reason text,mock server,mock channel,55,6,21,7,144,8,73,,,,,,73
1569,01/01/2021-00:00:00,bot0#607,1,mock reason text,mock server,mock channel,144,0,144,1,144,2,144,,,,,,144
1570,01/01/2021-00:00:00,bot41#1763,12,mock reason text,mock server,mock channel,144,5,144,6,55,7,114,,,,,,114
1571,01/01/2021-00:00:00,bot11#297,31,mock reason text,mock server,mock channel,0,9,0,0,55,1,18,,,,,,18
1572,01/01/2021-00:00:00,bot41#772,14,mock reason text,mock server,mock channel,0,2,144,3,144,4,96,,,,,,96
1573,01/01/2021-00:00:00,bot32#988,14,mock reason text,mock server,mock channel,13,3,0,4,13,5,8,,,,,,8
1574,01/01/2021-00:00:00,bot0#1140,34,mock reason text,mock server,mock channel,0,8,144,9,13,0,52,,,,,,52
1575,01/01/2021-00:00:00,bot0#894,14,mock reason text,mock server,mock channel,13,4,13,5,21,6,15,,,,,,15
1576,01/01/2021-00:00:00,bot0#122,29,mock reason text,mock server,mock channel,144,4,55,5,21,6,73,,,,,,73
1577,01/01/2021-00:00:00,bot23#293,49,mock reason text,mock server,mock channel,55,8,144,9,55,0,84,,,,,,84
1578,01/01/2021-00:00:00,bot0#870,45,mock reason text,mock server,mock channel,55,1,55,2,21,3,43,,,,,,43
1579,01/01/2021-00:00:00,bot3#808,49,mock reason text,mock server,mock channel,13,3,144,4,13,5,56,,,,,,56
1580,01/01/2021-00:00:00,bot7#708,29,mock reason text,mock server,mock channel,144,5,144,6,0,7,96,,,,,,96
1581,01/01/2021-00:00:00,bot4#91,38,mock reason text,mock server,mock channel,0,2,0,3,13,4,4,,,,,,4
1582,01/01/2021-00:00:00,bot4#1407,20,mock reason text,mock server,mock channel,144,9,13,0,144,1,100,,,,,,100
1583,01/01/2021-00:00:00,bot11#1659,40,mock reason text,mock server,mock channel,0,2,0,3,144,4,48,,TRUE,,,,0
1584,01/01/2021-00:00:00,bot0#405,9,mock reason text,mock server,mock channel,13,6,55,7,13,8,27,,,,,,27
1585,01/01/2021-00:00:00,bot6#1905,14,mock reason text,mock server,mock channel,13,6,55,7,0,8,22,,,,,,22
1586,01/01/2021-00:00:00,bot41#1066,48,mock reason text,mock server,mock channel,0,8,0,9,21,0,7,,,,,,7
1587,01/01/2021-00:00:00,bot30#1575,1,mock reason text,mock server,mock channel,55,8,21,9,144,0,73,,,,,,73
1588,01/01/2021-00:00:00,bot20#1785,48,mock reason text,mock server,mock channel,21,5,13,6,13,7,15,,,,,,15
1589,01/01/2021-00:00:00,bot5#722,23,mock reason text,mock server,mock channel,144,5,144,6,21,7,103,,,,,,103
1590,01/01/2021-00:00:00,bot6#622,14,mock reason text,mock server,mock channel,0,8,0,9,0,0,0,,,,,,0
1591,01/01/2021-00:00:00,bot2#436,24,mock reason text,mock server,mock channel,0,3,144,4,55,5,66,,,,,,66
1592,01/01/2021-00:00:00,bot12#802,12,mock reason text,mock server,mock channel,21,5,21,6,21,7,21,,,,,,21
1593,01/01/2021-00:00:00,bot20#1856,19,mock reason text,mock server,mock channel,13,3,0,4,13,5,8,,,,,,8
1594,01/01/2021-00:00:00,bot0#1280,6,mock reason text,mock server,mock channel,144,7,144,8,55,9,114,,,98,,addition comment,212
1595,01/01/2021-00:00:00,bot12#967,43,mock reason text,mock server,mock channel,0,6,0,7,0,8,0,,,,,,0
1596,01/01/2021-00:00:00,bot0#522,43,mock reason text,mock server,mock channel,13,3,144,4,0,5,52,,,,,,52
1597,01/01/2021-00:00:00,bot2#1924,41,mock reason text,mock server,mock channel,13,7,13,8,21,9,15,,,,,,15
1598,01/01/2021-00:00:00,bot10#535,49,mock reason text,mock server,mock channel,55,6,21,7,21,8,32,,,,,,32
1599,01/01/2021-00:00:00,bot22#235,31,mock reason text,mock server,mock channel,0,8,13,9,13,0,8,,,,,,8
1600,01/01/2021-00:00:00,bot20#70,32,mock reason text,mock server,mock channel,13,9,13,0,13,1,13,,,,,,13
1601,01/01/2021-00:00:00,bot9#1759,6,mock reason text,mock server,mock channel,144,2,55,3,21,4,73,,TRUE,,,,0
1602,01/01/2021-00:00:00,bot3#1175,41,mock reason text,mock server,mock channel,144,8,0,9,21,0,55,,,,,,55
1603,01/01/2021-00:00:00,bot2#1018,38,mock reason text,mock server,mock channel,0,8,0,9,0,0,0,,,,,,0
1604,01/01/2021-00:00:00,bot32#439,3,mock reason text,mock server,mock channel,55,0,144,1,144,2,114,,,,,,114
1605,01/01/2021-00:00:00,bot1#57,9,mock reason text,mock server,mock channel,0,5,0,6,0,7,0,,,,,,0
1606,01/01/2021-00:00:00,bot2#180,16,mock reason text,mock server,mock channel,144,1,21,2,144,3,103,,TRUE,,,,0
1607,01/01/2021-00:00:00,bot14#1365,32,mock reason text,mock server,mock channel,13,6,55,7,13,8,27,,,,,,27
1608,01/01/2021-00:00:00,bot12#1512,22,mock reason text,mock server,mock channel,55,6,144,7,55,8,84,,,,,,84
1609,01/01/2021-00:00:00,bot1#1989,25,mock reason text,mock server,mock channel,13,5,13,6,21,7,15,,TRUE,,,,0
1610,01/01/2021-00:00:00,bot32#1340,43,mock reason text,mock server,mock channel,21,2,13,3,55,4,29,,,,,,29
1611,01/01/2021-00:00:00,bot30#712,10,mock reason text,mock server,mock channel,55,5,144,6,144,7,114,,,,,,114
1612,01/01/2021-00:00:00,bot15#1761,47,mock reason text,mock server,mock channel,13,7,21,8,13,9,15,1192,,,,,0
1613,01/01/2021-00:00:00,bot12#324,3,mock reason text,mock server,mock channel,55,5,55,6,55,7,55,,,,,,55
1614,01/01/2021-00:00:00,bot5#566,30,mock reason text,mock server,mock channel,21,9,21,0,21,1,21,,,,,,21
1615,01/01/2021-00:00:00,bot0#29,23,mock reason text,mock server,mock channel,21,3,55,4,21,5,32,,,,,,32
1616,01/01/2021-00:00:00,bot4#1278,0,mock reason text,mock server,mock channel,55,9,144,0,144,1,114,,,,,,114
1617,01/01/2021-00:00:00,bot15#1463,41,mock reason text,mock server,mock channel,55,7,21,8,55,9,43,,,,,,43
1618,01/01/2021-00:00:00,bot12#737,38,mock reason text,mock server,mock channel,0,2,21,3,0,4,7,,,,,,7
1619,01/01/2021-00:00:00,bot1#682,29,mock reason text,mock server,mock channel,21,6,21,7,55,8,32,,,,,,32
1620,01/01/2021-00:00:00,bot0#1970,32,mock reason text,mock server,mock channel,13,8,55,9,0,0,22,,,,,,22
1621,01/01/2021-00:00:00,bot15#1617,22,mock reason text,mock server,mock channel,144,4,144,5,55,6,114,,,,,,114
1622,01/01/2021-00:00:00,bot23#1014,15,mock reason text,mock server,mock channel,21,0,0,1,144,2,55,,,,,,55
1623,01/01/2021-00:00:00,bot8#1923,42,mock reason text,mock server,mock channel,55,6,144,7,144,8,114,,,,,,114
1624,01/01/2021-00:00:00,bot1#1236,24,mock reason text,mock server,mock channel,0,9,21,0,0,1,7,,,0,,addition comment,7
1625,01/01/2021-00:00:00,bot0#922,36,mock reason text,mock server,mock channel,21,9,0,0,21,1,14,,,,,,14
1626,01/01/2021-00:00:00,bot12#1482,24,mock reason text,mock server,mock channel,0,8,0,9,0,0,0,,,,,,0
1627,01/01/2021-00:00:00,bot4#1907,10,mock reason text,mock server,mock channel,55,9,144,0,144,1,114,,,,,,114
1628,01/01/2021-00:00:00,bot15#1066,14,mock reason text,mock server,mock channel,0,0,21,1,0,2,7,,,,,,7
1629,01/01/2021-00:00:00,bot22#426,8,mock reason text,mock server,mock channel,0,6,55,7,144,8,66,,,,,,66
1630,01/01/2021-00:00:00,bot2#1888,21,mock reason text,mock server,mock channel,13,0,13,1,21,2,15,,,,,,15
1631,01/01/2021-00:00:00,bot10#103,43,mock reason text,mock server,mock channel,144,6,55,7,144,8,114,,,,,,114
1632,01/01/2021-00:00:00,bot2#1838,35,mock reason text,mock server,mock channel,21,1,13,2,0,3,11,,,,,,11
1633,01/01/2021-00:00:00,bot4#1047,38,mock reason text,mock server,mock channel,13,6,21,7,13,8,15,,,,,,15
1634,01/01/2021-00:00:00,bot17#401,17,mock reason text,mock server,mock channel,0,0,144,1,0,2,48,,,,,,48
1635,01/01/2021-00:00:00,bot5#931,42,mock reason text,mock server,mock channel,13,6,0,7,0,8,4,,,,,,4
1636,01/01/2021-00:00:00,bot36#1239,38,mock reason text,mock server,mock channel,13,4,144,5,13,6,56,,,,,,56
1637,01/01/2021-00:00:00,bot32#863,37,mock reason text,mock server,mock channel,55,8,21,9,144,0,73,,,,,,73
1638,01/01/2021-00:00:00,bot0#312,40,mock reason text,mock server,mock channel,55,8,21,9,55,0,43,,,,,,43
1639,01/01/2021-00:00:00,bot5#703,38,mock reason text,mock server,mock channel,55,6,55,7,0,8,36,,,,,,36
1640,01/01/2021-00:00:00,bot7#1986,32,mock reason text,mock server,mock channel,13,2,21,3,13,4,15,,,,,,15
1641,01/01/2021-00:00:00,bot5#846,12,mock reason text,mock server,mock channel,55,9,55,0,55,1,55,,,,,,55
1642,01/01/2021-00:00:00,bot10#1450,5,mock reason text,mock server,mock channel,13,8,144,9,0,0,52,,,,,,52
1643,01/01/2021-00:00:00,bot10#853,32,mock reason text,mock server,mock channel,21,5,21,6,144,7,62,,,,,,62
1644,01/01/2021-00:00:00,bot2#1121,49,mock reason text,mock server,mock channel,144,6,0,7,144,8,96,,,,,,96
1645,01/01/2021-00:00:00,bot32#1978,9,mock reason text,mock server,mock channel,0,2,0,3,0,4,0,,,,,,0
1646,01/01/2021-00:00:00,bot29#419,8,mock reason text,mock server,mock channel,0,7,0,8,21,9,7,,,,,,7
1647,01/01/2021-00:00:00,bot12#1490,43,mock reason text,mock server,mock channel,55,5,21,6,13,7,29,,,,,,29
1648,01/01/2021-00:00:00,bot12#1201,13,mock reason text,mock server,mock channel,55,0,13,1,13,2,27,,,,,,27
1649,01/01/2021-00:00:00,bot41#1409,25,mock reason text,mock server,mock channel,0,0,0,1,13,2,4,,,,,,4
1650,01/01/2021-00:00:00,bot14#224,44,mock reason text,mock server,mock channel,0,9,13,0,55,1,22,,,,20,substraction comment,2
1651,01/01/2021-00:00:00,bot7#510,39,mock reason text,mock server,mock channel,13,7,0,8,55,9,22,,,,,,22
1652,01/01/2021-00:00:00,bot10#1618,34,mock reason text,mock server,mock channel,144,9,55,0,0,1,66,,,,,,66
1653,01/01/2021-00:00:00,bot2#343,26,mock reason text,mock server,mock channel,0,2,13,3,0,4,4,,,,,,4
1654,01/01/2021-00:00:00,bot34#492,34,mock reason text,mock server,mock channel,144,8,13,9,144,0,100,,,,,,100
1655,01/01/2021-00:00:00,bot20#1268,46,mock reason text,mock server,mock channel,0,8,13,9,144,0,52,,,,,,52
1656,01/01/2021-00:00:00,bot2#626,3,mock reason text,mock server,mock channel,0,9,13,0,0,1,4,,,,,,4
1657,01/01/2021-00:00:00,bot12#1568,23,mock reason text,mock server,mock channel,13,0,0,1,21,2,11,,,,,,11
1658,01/01/2021-00:00:00,bot20#647,5,mock reason text,mock server,mock channel,13,5,13,6,13,7,13,,,,,,13
1659,01/01/2021-00:00:00,bot10#1131,41,mock reason text,mock server,mock channel,144,6,0,7,144,8,96,,,,,,96
1660,01/01/2021-00:00:00,bot1#405,0,mock reason text,mock server,mock channel,0,3,55,4,21,5,25,,,,,,25
1661,01/01/2021-00:00:00,bot32#383,44,mock reason text,mock server,mock channel,0,0,144,1,0,2,48,,,,,,48
1662,01/01/2021-00:00:00,bot34#290,33,mock reason text,mock server,mock channel,144,0,144,1,0,2,96,,,,,,96
1663,01/01/2021-00:00:00,bot10#907,43,mock reason text,mock server,mock channel,0,0,0,1,0,2,0,,,,,,0
1664,01/01/2021-00:00:00,bot1#899,45,mock reason text,mock server,mock channel,0,1,13,2,144,3,52,2275,,,,,0
1665,01/01/2021-00:00:00,bot41#881,15,mock reason text,mock server,mock channel,144,4,0,5,144,6,96,,,78,,addition comment,174
1666,01/01/2021-00:00:00,bot12#54,22,mock reason text,mock server,mock channel,144,9,144,0,0,1,96,,,,71,substraction comment,25
1667,01/01/2021-00:00:00,bot10#1606,14,mock reason text,mock server,mock channel,21,2,21,3,0,4,14,,TRUE,,,,0
1668,01/01/2021-00:00:00,bot12#1484,17,mock reason text,mock server,mock channel,0,4,0,5,0,6,0,,,,,,0
1669,01/01/2021-00:00:00,bot7#20,0,mock reason text,mock server,mock channel,0,5,144,6,0,7,48,,,,,,48
1670,01/01/2021-00:00:00,bot30#1836,44,mock reason text,mock server,mock channel,21,1,21,2,13,3,18,,,,,,18
1671,01/01/2021-00:00:00,bot12#1753,20,mock reason text,mock server,mock channel,21,2,55,3,21,4,32,2067,,,,,0
1672,01/01/2021-00:00:00,bot0#69,45,mock reason text,mock server,mock channel,13,6,21,7,0,8,11,,TRUE,,,,0
1673,01/01/2021-00:00:00,bot2#913,39,mock reason text,mock server,mock channel,144,5,55,6,144,7,114,,,,,,114
1674,01/01/2021-00:00:00,bot3#835,32,mock reason text,mock server,mock channel,0,2,144,3,13,4,52,,,,,,52
1675,01/01/2021-00:00:00,bot4#183,20,mock reason text,mock server,mock channel,13,0,13,1,13,2,13,,,,2,substraction comment,11
1676,01/01/2021-00:00:00,bot32#1962,42,mock reason text,mock server,mock channel,21,2,21,3,21,4,21,,,,,,21
1677,01/01/2021-00:00:00,bot48#1451,43,mock reason text,mock server,mock channel,13,3,13,4,21,5,15,,,,,,15
1678,01/01/2021-00:00:00,bot4#333,38,mock reason text,mock server,mock channel,21,1,0,2,55,3,25,,,,,,25
